voltage,current,temperature,load_state,power,minutes_left,timestamp
3.2782873879339887,1.1994690893167173,25.424467747077987,heavy,3.8568896520277565,127.65991857068123,2026-08-22 21:09:21.975187
3.3170338023786874,1.3188380221151537,22.350358424894367,heavy,4.293665295966378,103.6172028457312,2026-08-22 21:10:21.975187
3.327041586367683,1.332791762657458,24.834940455478446,idle,4.4032940752932,157.46840054072499,2026-08-22 21:11:21.975187
3.3945351026694506,1.045271042210019,24.379959773428343,heavy,3.5984119394797345,139.6942433141908,2026-08-22 21:12:21.975187
3.38667059609018,1.2945961144438316,23.69624253086308,medium,4.443162046838627,104.64920201893453,2026-08-22 21:13:21.975187
3.3773343718491584,0.9290680472056979,24.662673185248604,medium,3.102974390827024,146.12335886125683,2026-08-22 21:14:21.975187
3.4549730117869184,0.9990252479865497,24.63301496611884,idle,3.4153536552872517,219.01476295131658,2026-08-22 21:15:21.975187
3.4305215881700066,0.986875139968234,23.68816304735811,heavy,3.5051147357862096,147.97967626856757,2026-08-22 21:16:21.975187
3.462961106071568,1.4334905257918162,23.258818686191297,light,4.912182526228894,104.29472839656398,2026-08-22 21:17:21.975187
3.4689986676637425,0.9186998345950044,22.670831640572455,medium,3.2769629747583324,162.93508410933669,2026-08-22 21:18:21.975187
3.497077536750676,1.071236384970594,25.43745533325257,light,3.736314152452642,134.30522965884137,2026-08-22 21:19:21.975187
3.4696622659128513,0.9948817198287541,23.055720666406618,medium,3.522768514660152,148.77700676280202,2026-08-22 21:20:21.975187
3.514842165397043,0.9218059854042714,23.50236831534604,heavy,3.249978749492236,154.22692714785146,2026-08-22 21:21:21.975187
3.536732451415825,1.1412187746775815,25.36278204590823,light,4.070963674899113,125.27244339022658,2026-08-22 21:22:21.975187
3.5402748706222167,1.1595732690856717,25.249578114554424,idle,4.097404910680689,196.68128838381003,2026-08-22 21:23:21.975187
3.602045951000781,0.875036259204867,26.40530076470845,idle,3.1152977151117383,240.78429808987696,2026-08-22 21:24:21.975187
3.6248521717462694,0.9773351136978891,27.12488178366581,idle,3.479327706961169,225.42471413933532,2026-08-22 21:25:21.975187
3.588677096463409,1.3130740645081307,26.366310796112366,light,4.659743291019004,107.34214768198025,2026-08-22 21:26:21.975187
3.6072356122052023,1.1302833854615237,28.672164032915344,light,4.1488189427056605,129.98913577632058,2026-08-22 21:27:21.975187
3.629125303134183,0.6675442910979013,27.4440676556578,heavy,2.431579352018098,206.40614496736447,2026-08-22 21:28:21.975187
3.658999440871592,0.5932729555075863,24.857647686048434,light,2.232928889966682,242.51434640703732,2026-08-22 21:29:21.975187
3.667914565133873,0.8968032596540125,24.39027769984432,heavy,3.292469302621733,159.905943279879,2026-08-22 21:30:21.975187
3.6771358739123223,0.9602384962123824,24.477625381189473,light,3.5779336995446647,149.69908697650848,2026-08-22 21:31:21.975187
3.671922203083652,0.3754859039112728,25.667997816797186,light,1.4546983086983143,381.7330777143279,2026-08-22 21:32:21.975187
3.6991326298676213,0.90472567457046,27.499509004026127,light,3.3633385127452895,156.92351456280898,2026-08-22 21:33:21.975187
3.7124350805359936,1.2401625648482493,24.72451524053305,idle,4.589665215513544,169.01121456978657,2026-08-22 21:34:21.975187
3.779618592755693,0.46445694290415873,25.287151441262782,idle,1.7402460367750692,468.43268052997655,2026-08-22 21:35:21.975187
3.758589914131828,0.937593502145717,27.136848955897136,heavy,3.530730820357764,157.10705250640046,2026-08-22 21:36:21.975187
3.7913806468870415,0.6583788516657332,27.983211237938974,medium,2.4414135136538295,214.3738370756532,2026-08-22 21:37:21.975187
3.8411895797046736,0.6269403357641171,28.12617200336967,light,2.4140465191476923,224.49723375274314,2026-08-22 21:38:21.975187
3.812054256689922,0.7066306906634117,24.38650486479487,medium,2.7021352918522923,205.83432572603485,2026-08-22 21:39:21.975187
3.8228119269345924,0.6030393527695523,24.91166260182093,heavy,2.3750736766662097,236.99570666556605,2026-08-22 21:40:21.975187
3.826503054662429,0.28180730236253904,24.9732104130879,heavy,1.02943361801222,512.17219118798,2026-08-22 21:41:21.975187
3.8847481583676533,0.7795067672735523,24.332614157600723,medium,3.0242489621385906,180.30357063239546,2026-08-22 21:42:21.975187
3.8261771327760603,0.7741836069496532,25.531859892509434,heavy,2.9459872849579942,182.24584887384353,2026-08-22 21:43:21.975187
3.84671478873809,0.4615423920248351,24.103599962575068,medium,1.8854570499923426,315.438827664949,2026-08-22 21:44:21.975187
3.8933200597560482,0.7036106411511561,25.76536443755592,light,2.6936160699544116,194.81789233850603,2026-08-22 21:45:21.975187
3.9024963612790375,0.7737501710796456,24.63504610059644,medium,3.106486984476271,183.82318595278295,2026-08-22 21:46:21.975187
3.894513756414373,0.64589558463547,26.06698886642212,heavy,2.5281322224516165,222.2462048496153,2026-08-22 21:47:21.975187
3.922452445846817,0.4936039947206272,26.246984427285447,idle,1.8733547620885593,434.8380707252905,2026-08-22 21:48:21.975187
3.9407164149758667,0.6217670429481531,27.428249550559322,heavy,2.379271296735019,238.6624704640442,2026-08-22 21:49:21.975187
3.9475132038235237,1.2082230601658046,23.96553426660097,idle,4.8148713647331896,171.66415653548438,2026-08-22 21:50:21.975187
3.9780011382735023,0.8063292546213127,25.917945289342654,heavy,3.2346577298070462,176.7037022126069,2026-08-22 21:51:21.975187
4.019234722504053,0.5354619521552306,26.35226525225386,heavy,2.1646457676548834,264.0551313031848,2026-08-22 21:52:21.975187
4.0023825064200205,0.5777852352654212,27.036880161139226,heavy,2.204892845873483,250.92242669576373,2026-08-22 21:53:21.975187
4.0068544602174905,0.4364134038340437,24.87515989381115,light,1.684062292478167,318.7596885328079,2026-08-22 21:54:21.975187
4.0188499041844805,0.7537611579759854,26.25844247112105,heavy,3.060865775539539,183.75149729774057,2026-08-22 21:55:21.975187
4.049336501898177,0.6665014213478181,26.98922641485307,idle,2.692816100260535,321.1626455524427,2026-08-22 21:56:21.975187
4.0570750693652045,0.5175693243232146,27.142427190602554,light,2.1140477538705853,284.117987387043,2026-08-22 21:57:21.975187
4.053005368812564,0.712264190158776,25.839325471428662,heavy,2.8527354029018066,208.81461589018173,2026-08-22 21:58:21.975187
4.052142268963251,0.7015333181320667,24.172077119555777,medium,2.8836900865762645,202.19621420262388,2026-08-22 21:59:21.975187
4.034105295663522,0.8357671536052561,25.593259030092636,light,3.295667301537409,169.99085562211937,2026-08-22 22:00:21.975187
4.069065627884203,0.3987634518463099,23.804856001009316,heavy,1.6852614529070766,366.9451178092669,2026-08-22 22:01:21.975187
4.104105459638056,0.5786358370225544,30.789277144559517,heavy,2.3948097233288825,256.9662418358186,2026-08-22 22:02:21.975187
4.10420803333281,0.10778190442217733,27.162339656017934,medium,0.45536099142040254,1321.2758721159632,2026-08-22 22:03:21.975187
4.108313594226112,0.43297013859667366,24.463273564731967,heavy,1.74355999893424,336.3394964620124,2026-08-22 22:04:21.975187
4.116943157586239,0.4580834940757161,28.14564440057248,idle,1.9199072831815873,473.0235456137775,2026-08-22 22:05:21.975187
4.073123630913467,0.38878404843613235,26.29046548608423,medium,1.6070678014648008,369.57527015281886,2026-08-22 22:06:21.975187
4.089899578119073,0.4446393752221983,24.632582926552345,idle,1.789632780511254,480.69730937412834,2026-08-22 22:07:21.975187
4.155513949844157,0.42985069330860054,24.286118239428692,idle,1.7789823752363614,511.8436941950641,2026-08-22 22:08:21.975187
4.128461100339724,0.42106155566468173,26.32323511191269,idle,1.7242048341898166,515.9836949832797,2026-08-22 22:09:21.975187
4.156614294939741,0.5201187482709418,25.589128068782138,light,2.1402885496769226,271.6135670938947,2026-08-22 22:10:21.975187
4.151789876538556,0.6354895877351466,26.827303132746646,light,2.6338782381737813,231.63615162393478,2026-08-22 22:11:21.975187
4.16874304002694,0.5998285786473105,28.912292798139056,medium,2.4843382232559605,239.12710384439276,2026-08-22 22:12:21.975187
4.144214102864119,0.2004660080617218,24.738727363457407,medium,0.8111085151652018,718.222425387268,2026-08-22 22:13:21.975187
4.159844245322925,0.4453622285962615,26.358489183871853,light,1.8620108716915067,314.4289514294384,2026-08-22 22:14:21.975187
4.165684868559584,0.5962122363493743,27.299462860901507,idle,2.4918938326733504,363.2018301434371,2026-08-22 22:15:21.975187
4.165926068688793,0.21584923259643593,23.092208843088613,medium,0.9557695402452627,667.8077115485366,2026-08-22 22:16:21.975187
4.155832762933863,0.4817339887175933,25.948751042732546,light,2.020008429735428,295.7881477173773,2026-08-22 22:17:21.975187
4.154331345496998,0.5785926755049146,29.151040698694203,light,2.4094633949424655,247.05330091434763,2026-08-22 22:18:21.975187
4.182403521644805,0.2940764853404015,28.664238215277987,heavy,1.271425202185197,482.4989351752499,2026-08-22 22:19:21.975187
4.1932766564634925,0.4258169150681519,26.86050821208877,idle,1.7709927942543107,508.48715926761275,2026-08-22 22:20:21.975187
4.1889439847399075,0.3538479014116007,29.062506600331247,medium,1.4557533331992807,410.96685453210154,2026-08-22 22:21:21.975187
4.207340227463677,0.4364513198473341,27.81235867326948,heavy,1.9065954225800557,330.341188001678,2026-08-22 22:22:21.975187
4.175477051806164,0.03220267780839703,24.879300527751326,idle,0.23863627255875924,6712.981021010145,2026-08-22 22:23:21.975187
4.180774610531126,0.3160695335972058,25.160421359675073,idle,1.286988054602435,677.9700838712553,2026-08-22 22:24:21.975187
4.189710610455152,0.12271297387910007,27.041140295993284,light,0.5899805326141021,1166.2961925896573,2026-08-22 22:25:21.975187
4.183324065556283,0.3270268155139077,26.141702082338888,heavy,1.3239231170974426,447.15927894200456,2026-08-22 22:26:21.975187
4.210346539967904,0.4992765542459107,26.98308562014528,light,2.074930040399705,289.84287117832724,2026-08-22 22:27:21.975187
4.174146064600022,0.4146526924288192,26.253310345305668,heavy,1.737290180466383,340.96586557917476,2026-08-22 22:28:21.975187
4.171556460982898,0.11673094495213507,26.457315241615166,medium,0.492152764362232,1226.7021875237028,2026-08-22 22:29:21.975187
4.176759873262345,0.26024918024224397,26.783397569959064,light,1.1046907147042793,551.1827618262316,2026-08-22 22:30:21.975187
4.139844758935992,0.15280048979435085,25.255663300875522,light,0.5837659110860896,947.0081841453625,2026-08-22 22:31:21.975187
4.189911905670033,0.512149484967186,27.732619084978214,light,2.19315507373244,284.2332480625783,2026-08-22 22:32:21.975187
4.208111860654544,0.5216021411628468,28.518513293349258,heavy,2.2446504921270014,280.3860410510317,2026-08-22 22:33:21.975187
4.217099827600468,0.3498607746851541,29.367317659553173,light,1.5735236733305593,408.3642317149393,2026-08-22 22:34:21.975187
4.180997019611323,0.22443869193784366,26.950341473234708,medium,0.9910623539650028,647.8036039751266,2026-08-22 22:35:21.975187
